"","pid","sex","birth_year","race","hispanic","home_language","US_born","grade_w1","suspension_this_year","ever_suspended","grade_last_suspended","extrav","agree","consc","neuro","open","anger","optimism","anxiety","race_complex","extrav_c","agree_c","consc_c","neuro_c","open_c","anxiety_c","anger_c","optimism_c"
"1050","91575065","male",80,"OTHER","no","English",NA,"9","no","no",NA,2.5,3,2.5,2.75,3,3,2.5,2.5,"White",-0.554808195862791,0.0976859125425502,-0.481703325477874,-0.206909531290914,-0.307966745221262,-0.355230426813302,-0.0362005760670332,-0.342154359780047
"1051","91575076","male",78,"OTHER","no","English","yes","10","no","yes","8",2.75,3,2.75,3.25,3,2.75,2.5,3.25,"White",-0.304808195862791,0.0976859125425502,-0.231703325477874,0.293090468709086,-0.307966745221262,0.394769573186698,-0.286200576067033,-0.342154359780047
"1052","91575077","female",80,"OTHER","no","English","yes","9","no","no",NA,3.5,3,3,2.75,4,3.5,2.75,3,"White",0.445191804137209,0.0976859125425502,0.018296674522126,-0.206909531290914,0.692033254778738,0.144769573186698,0.463799423932967,-0.0921543597800469
"1053","91575083","male",74,"OTHER","no","English","yes","12",NA,"yes","10",3.25,3,2,3,3.5,3,3,2.75,"White",0.195191804137209,0.0976859125425502,-0.981703325477874,0.0430904687090861,0.192033254778738,-0.105230426813302,-0.0362005760670332,0.157845640219953
"1054","91575085","female",79,"OTHER","no","English","yes","10","no","no",NA,2.75,3,3,2.5,3.25,2,3.5,3,"White",-0.304808195862791,0.0976859125425502,0.018296674522126,-0.456909531290914,-0.057966745221262,0.144769573186698,-1.03620057606703,0.657845640219953
"1055","91575094","male",78,"OTHER","no","English","yes","10","no","no",NA,2.5,3,3.75,3.25,3.5,3.5,2.25,2.5,"White",-0.554808195862791,0.0976859125425502,0.768296674522126,0.293090468709086,0.192033254778738,-0.355230426813302,0.463799423932967,-0.592154359780047
"1056","91575099","female",78,"OTHER","no","English",NA,"11",NA,"no",NA,3.25,3,3,3.25,3.5,3,3,2.5,"White",0.195191804137209,0.0976859125425502,0.018296674522126,0.293090468709086,0.192033254778738,-0.355230426813302,-0.0362005760670332,0.157845640219953
"1057","91575102","male",82,"OTHER","no","English","yes","7",NA,"no",NA,3,2.75,2.5,3,3.25,3,3.75,3,"Asian/Pacific Islander",-0.0548081958627913,-0.15231408745745,-0.481703325477874,0.0430904687090861,-0.057966745221262,0.144769573186698,-0.0362005760670332,0.907845640219953
"1058","91575127","female",78,"BLACK","no","English","yes","11","no","no",NA,2.75,2.75,2.5,2.75,3,3.5,2.25,2.75,"Black",-0.304808195862791,-0.15231408745745,-0.481703325477874,-0.206909531290914,-0.307966745221262,-0.105230426813302,0.463799423932967,-0.592154359780047
"1059","91575151","male",79,"OTHER","no","English","yes","10","no","yes","10",3,3.25,2,2.25,3,3,2,3,"White",-0.0548081958627913,0.34768591254255,-0.981703325477874,-0.706909531290914,-0.307966745221262,0.144769573186698,-0.0362005760670332,-0.842154359780047
"1060","91575162","female",77,"OTHER","no","English","yes","12",NA,"no",NA,3.5,2.5,3.25,2.75,3,3.25,2.75,2.75,"White",0.445191804137209,-0.40231408745745,0.268296674522126,-0.206909531290914,-0.307966745221262,-0.105230426813302,0.213799423932967,-0.0921543597800469
"1061","91575180","male",79,"OTHER","no","English","yes","9",NA,"no",NA,3.25,3.25,3.25,3.25,3.5,3,2.75,3.25,"White",0.195191804137209,0.34768591254255,0.268296674522126,0.293090468709086,0.192033254778738,0.394769573186698,-0.0362005760670332,-0.0921543597800469
"1062","91575191","female",77,"OTHER","no","English",NA,"12","no","no",NA,4,3,2,3.25,3.75,3.5,3.25,3.5,"White",0.945191804137209,0.0976859125425502,-0.981703325477874,0.293090468709086,0.442033254778738,0.644769573186698,0.463799423932967,0.407845640219953
"1063","91575194","female",77,"OTHER","no","English","yes","12",NA,"no",NA,3.5,2.5,3.25,2.75,4,2.75,2.75,2.5,"White",0.445191804137209,-0.40231408745745,0.268296674522126,-0.206909531290914,0.692033254778738,-0.355230426813302,-0.286200576067033,-0.0921543597800469
"1064","91575205","male",78,"OTHER","no","English","no","11",NA,"no",NA,2.75,2.5,3,3.25,3.25,2.75,2.75,3.5,"Asian/Pacific Islander",-0.304808195862791,-0.40231408745745,0.018296674522126,0.293090468709086,-0.057966745221262,0.644769573186698,-0.286200576067033,-0.0921543597800469
"1065","91575216","female",76,"OTHER","no","English",NA,"12",NA,"no",NA,3,3,3.25,3,3.25,3.5,2.75,2.75,"White",-0.0548081958627913,0.0976859125425502,0.268296674522126,0.0430904687090861,-0.057966745221262,-0.105230426813302,0.463799423932967,-0.0921543597800469
"1066","91575217","female",78,"OTHER","no","English","yes","10","no","no",NA,3.25,3.5,3,2.5,2.75,3.25,3,2.75,"White",0.195191804137209,0.59768591254255,0.018296674522126,-0.456909531290914,-0.557966745221262,-0.105230426813302,0.213799423932967,0.157845640219953
"1068","91575235","male",79,"OTHER","no","English",NA,"10",NA,"no",NA,3,3,3.75,3,3.5,3,3,3.25,"White",-0.0548081958627913,0.0976859125425502,0.768296674522126,0.0430904687090861,0.192033254778738,0.394769573186698,-0.0362005760670332,0.157845640219953
"1069","91575239","male",78,"OTHER","no","English","yes","10","no","no",NA,3,2.75,2.25,3,3.5,3,2.5,3,"White",-0.0548081958627913,-0.15231408745745,-0.731703325477874,0.0430904687090861,0.192033254778738,0.144769573186698,-0.0362005760670332,-0.342154359780047
"1070","91575240","male",81,"BLACK","no","English","yes","7",NA,"no",NA,2.5,2.75,3.25,2.75,3.5,2.75,3,3,"Black",-0.554808195862791,-0.15231408745745,0.268296674522126,-0.206909531290914,0.192033254778738,0.144769573186698,-0.286200576067033,0.157845640219953
"1071","91575246","female",79,"OTHER","no","English","yes","10","no","no",NA,4,2.75,3,2.75,3.25,2.75,3,3,"White",0.945191804137209,-0.15231408745745,0.018296674522126,-0.206909531290914,-0.057966745221262,0.144769573186698,-0.286200576067033,0.157845640219953
"1072","91575249","male",77,"OTHER","no","English","yes","12",NA,"no",NA,2.5,2.75,2.5,3.25,3.5,3,3,2.25,"White",-0.554808195862791,-0.15231408745745,-0.481703325477874,0.293090468709086,0.192033254778738,-0.605230426813302,-0.0362005760670332,0.157845640219953
"1073","91575261","female",77,"OTHER","no","English","yes","12",NA,"no",NA,3.5,3,3,3,3.5,3,3,3,"White",0.445191804137209,0.0976859125425502,0.018296674522126,0.0430904687090861,0.192033254778738,0.144769573186698,-0.0362005760670332,0.157845640219953
"1074","91575280","male",77,"BLACK","no","English","yes","12",NA,"yes","12",2.5,2.75,3,3,2.75,3,3,3,"Black",-0.554808195862791,-0.15231408745745,0.018296674522126,0.0430904687090861,-0.557966745221262,0.144769573186698,-0.0362005760670332,0.157845640219953
"1075","91575282","female",77,"OTHER","no","English","yes","12",NA,"no",NA,2.5,2.5,2.5,3,3,3.5,3,4,"White",-0.554808195862791,-0.40231408745745,-0.481703325477874,0.0430904687090861,-0.307966745221262,1.1447695731867,0.463799423932967,0.157845640219953
"1076","91575296","male",79,"OTHER","no","English","yes","10","no","no",NA,2.75,2.75,2.75,2.5,3,2.75,2.75,2.75,"Asian/Pacific Islander",-0.304808195862791,-0.15231408745745,-0.231703325477874,-0.456909531290914,-0.307966745221262,-0.105230426813302,-0.286200576067033,-0.0921543597800469
"1077","91575302","male",81,"OTHER","no","English",NA,"8","no","no",NA,2.5,3,2.75,3,4,3,3,2.5,"White",-0.554808195862791,0.0976859125425502,-0.231703325477874,0.0430904687090861,0.692033254778738,-0.355230426813302,-0.0362005760670332,0.157845640219953
"1078","91575307","male",78,"OTHER","no","English",NA,"11","no","yes","9",3,3,3,3.75,3.5,2.75,3.5,2.5,"White",-0.0548081958627913,0.0976859125425502,0.018296674522126,0.793090468709086,0.192033254778738,-0.355230426813302,-0.286200576067033,0.657845640219953
"1080","91575317","female",79,"OTHER","no","English",NA,"10","no","no",NA,3.5,3.25,3,3,3.5,2.5,2.75,2.75,"White",0.445191804137209,0.34768591254255,0.018296674522126,0.0430904687090861,0.192033254778738,-0.105230426813302,-0.536200576067033,-0.0921543597800469
"1081","91575358","male",78,"OTHER","no","English","yes","10","no","no",NA,3,3,3,3.25,3,3.25,3,3.25,"White",-0.0548081958627913,0.0976859125425502,0.018296674522126,0.293090468709086,-0.307966745221262,0.394769573186698,0.213799423932967,0.157845640219953
"1082","91575361","female",77,"OTHER","no","English","yes",NA,"no","no",NA,3.5,2.5,2.5,2.75,3.5,3.75,3,3,"White",0.445191804137209,-0.40231408745745,-0.481703325477874,-0.206909531290914,0.192033254778738,0.144769573186698,0.713799423932967,0.157845640219953
"1083","91575365","male",79,"OTHER","no","English","yes","10","yes","yes","10",4,2.75,3,3,3.25,3,3.5,3,"White",0.945191804137209,-0.15231408745745,0.018296674522126,0.0430904687090861,-0.057966745221262,0.144769573186698,-0.0362005760670332,0.657845640219953
"1085","91575370","male",77,"OTHER","no","Other","yes","10","no","no",NA,3.25,2.25,3.5,2.5,3.25,3.75,3,3,"White",0.195191804137209,-0.65231408745745,0.518296674522126,-0.456909531290914,-0.057966745221262,0.144769573186698,0.713799423932967,0.157845640219953
"1086","91575387","male",78,"BLACK","no","English","yes","10","yes","yes","10",3.5,3,2.5,3,3.25,3.25,3,4,"Black",0.445191804137209,0.0976859125425502,-0.481703325477874,0.0430904687090861,-0.057966745221262,1.1447695731867,0.213799423932967,0.157845640219953
"1087","91575391","female",77,"OTHER","no","English",NA,"12",NA,"no",NA,3.25,3,2.5,3.25,3,3.25,2.75,3,"White",0.195191804137209,0.0976859125425502,-0.481703325477874,0.293090468709086,-0.307966745221262,0.144769573186698,0.213799423932967,-0.0921543597800469
"1091","91575432","female",77,"OTHER","no","English","yes","12",NA,"no",NA,2.75,2.75,2.5,2.75,3.75,3,2.5,2.75,"White",-0.304808195862791,-0.15231408745745,-0.481703325477874,-0.206909531290914,0.442033254778738,-0.105230426813302,-0.0362005760670332,-0.342154359780047
"1092","91575477","male",78,"OTHER","no","English","yes","11","no","yes","9",2.75,2.75,2.5,3,4,2.75,2.75,2.75,"White",-0.304808195862791,-0.15231408745745,-0.481703325477874,0.0430904687090861,0.692033254778738,-0.105230426813302,-0.286200576067033,-0.0921543597800469
"1093","91575522","female",79,"OTHER","no","English",NA,"10","no","no",NA,3.25,3,3,2.5,2.75,3,2.75,2.75,"White",0.195191804137209,0.0976859125425502,0.018296674522126,-0.456909531290914,-0.557966745221262,-0.105230426813302,-0.0362005760670332,-0.0921543597800469
"1094","91575523","female",79,"BLACK","no","English","yes","9","yes","no",NA,3,2.5,3.25,3,3.25,2.75,2.5,2.75,"Black",-0.0548081958627913,-0.40231408745745,0.268296674522126,0.0430904687090861,-0.057966745221262,-0.105230426813302,-0.286200576067033,-0.342154359780047
"1095","91575602","female",79,"OTHER","no","Other","no","9","no","no",NA,2.5,2.75,2.5,3,2.75,3,3,2.75,"Asian/Pacific Islander",-0.554808195862791,-0.15231408745745,-0.481703325477874,0.0430904687090861,-0.557966745221262,-0.105230426813302,-0.0362005760670332,0.157845640219953
"1096","91575604","male",80,"OTHER","no","Other","no","8","no","no",NA,3,3.25,3,3.5,3,2.75,3,2.25,"Asian/Pacific Islander",-0.0548081958627913,0.34768591254255,0.018296674522126,0.543090468709086,-0.307966745221262,-0.605230426813302,-0.286200576067033,0.157845640219953
"1099","91575626","male",78,"BLACK","no","English",NA,"10","no","no",NA,2.75,2.75,3,3.25,4,3,3,2.75,"Black",-0.304808195862791,-0.15231408745745,0.018296674522126,0.293090468709086,0.692033254778738,-0.105230426813302,-0.0362005760670332,0.157845640219953
"1101","91575628","male",77,"BLACK","no","English","yes","12",NA,"no",NA,2.75,3.5,3.25,4,4,2.75,3.25,3,"Black",-0.304808195862791,0.59768591254255,0.268296674522126,1.04309046870909,0.692033254778738,0.144769573186698,-0.286200576067033,0.407845640219953
"1102","91575726","male",78,"BLACK","no","English","yes","9",NA,"yes","7",3.5,3.25,3,3.25,3,2.75,2,2.75,"Black",0.445191804137209,0.34768591254255,0.018296674522126,0.293090468709086,-0.307966745221262,-0.105230426813302,-0.286200576067033,-0.842154359780047
"1103","91575839","female",79,"HISPANIC","yes","English","no","10","no","no",NA,3.25,2.75,3.25,2.5,5,3,3,2.75,"White",0.195191804137209,-0.15231408745745,0.268296674522126,-0.456909531290914,1.69203325477874,-0.105230426813302,-0.0362005760670332,0.157845640219953
"1104","91575911","female",79,"OTHER","no","English","yes","10","no","no",NA,3.5,3,3,3,3.5,3.5,2.5,3,"White",0.445191804137209,0.0976859125425502,0.018296674522126,0.0430904687090861,0.192033254778738,0.144769573186698,0.463799423932967,-0.342154359780047
"1105","91575916","female",78,"OTHER","no","English",NA,"11","yes","yes","11",3.5,3,3,2.75,3.5,3.25,3.5,2.75,"White",0.445191804137209,0.0976859125425502,0.018296674522126,-0.206909531290914,0.192033254778738,-0.105230426813302,0.213799423932967,0.657845640219953
"1106","91575930","female",76,"BLACK","no","English","yes","12",NA,"no",NA,2.5,3,2.75,2.5,3,3,3,3,"Black",-0.554808195862791,0.0976859125425502,-0.231703325477874,-0.456909531290914,-0.307966745221262,0.144769573186698,-0.0362005760670332,0.157845640219953
"1107","91575931","male",78,"OTHER","no","English","yes","11","no","no",NA,2.75,3,3,3,3.5,3,3,3,"White",-0.304808195862791,0.0976859125425502,0.018296674522126,0.0430904687090861,0.192033254778738,0.144769573186698,-0.0362005760670332,0.157845640219953
"1108","91575940","female",79,"BLACK","no","English","yes","10","no","no",NA,4.25,3,4.5,3.5,4,3.25,2.5,3.25,"Black",1.19519180413721,0.0976859125425502,1.51829667452213,0.543090468709086,0.692033254778738,0.394769573186698,0.213799423932967,-0.342154359780047
"1109","91575943","male",81,"BLACK","no","English","yes","8","no","no",NA,1.5,2.25,2.5,2,2.75,3.25,3,2.75,"Black",-1.55480819586279,-0.65231408745745,-0.481703325477874,-0.956909531290914,-0.557966745221262,-0.105230426813302,0.213799423932967,0.157845640219953
"1110","91575948","female",78,"OTHER","no","English","yes","11","no","no",NA,3,3,3.25,2.5,3.5,3,2.5,2.5,"White",-0.0548081958627913,0.0976859125425502,0.268296674522126,-0.456909531290914,0.192033254778738,-0.355230426813302,-0.0362005760670332,-0.342154359780047
"1111","91575949","male",82,"BLACK","no","English","yes","7","no","no",NA,2.5,3,3,2.25,4.25,2.25,1.5,3,"Black",-0.554808195862791,0.0976859125425502,0.018296674522126,-0.706909531290914,0.942033254778738,0.144769573186698,-0.786200576067033,-1.34215435978005
"1112","91575956","female",80,"OTHER","no","English","yes","9","yes","no",NA,3.25,3,3,3,3.5,3.5,3,3.5,"White",0.195191804137209,0.0976859125425502,0.018296674522126,0.0430904687090861,0.192033254778738,0.644769573186698,0.463799423932967,0.157845640219953
"1113","91575961","female",80,"OTHER","no","English",NA,"9","no","no",NA,3,2.5,3,2.5,3.5,3,3,3.25,"White",-0.0548081958627913,-0.40231408745745,0.018296674522126,-0.456909531290914,0.192033254778738,0.394769573186698,-0.0362005760670332,0.157845640219953
"1114","91575966","male",79,"BLACK","no","English","yes","10","no","no",NA,2,2.75,3,2.25,3.25,3.25,2.5,3,"Black",-1.05480819586279,-0.15231408745745,0.018296674522126,-0.706909531290914,-0.057966745221262,0.144769573186698,0.213799423932967,-0.342154359780047
"1116","91575992","female",78,"BLACK","no","English","yes","12",NA,"no",NA,2,2.75,3.25,3,4.25,3.5,3,3.5,"Black",-1.05480819586279,-0.15231408745745,0.268296674522126,0.0430904687090861,0.942033254778738,0.644769573186698,0.463799423932967,0.157845640219953
"1117","91576088","female",77,"OTHER","no","English","yes","12",NA,"no",NA,4,3.25,3.25,4,3.5,3.5,3.25,2.5,"White",0.945191804137209,0.34768591254255,0.268296674522126,1.04309046870909,0.192033254778738,-0.355230426813302,0.463799423932967,0.407845640219953
"1118","91576114","male",77,"OTHER","no","English","yes","12",NA,"no",NA,3.25,3.25,3,3.25,2.75,3,2.75,4,"White",0.195191804137209,0.34768591254255,0.018296674522126,0.293090468709086,-0.557966745221262,1.1447695731867,-0.0362005760670332,-0.0921543597800469
"1119","91576129","female",79,"HISPANIC","yes","Spanish","yes","10","no","no",NA,3.5,3,3.25,3.5,4,4,3,2.75,"White",0.445191804137209,0.0976859125425502,0.268296674522126,0.543090468709086,0.692033254778738,-0.105230426813302,0.963799423932967,0.157845640219953
"1120","91576138","male",78,"OTHER","no","English","no","9","no","no",NA,2,3.5,3,3,3,3.75,3,3,"Asian/Pacific Islander",-1.05480819586279,0.59768591254255,0.018296674522126,0.0430904687090861,-0.307966745221262,0.144769573186698,0.713799423932967,0.157845640219953
"1121","91576154","male",79,"OTHER","no","English","yes","10","no","no",NA,3.25,3,3,3.5,3.75,3.25,2.75,2.75,"White",0.195191804137209,0.0976859125425502,0.018296674522126,0.543090468709086,0.442033254778738,-0.105230426813302,0.213799423932967,-0.0921543597800469
"1122","91576163","female",78,"HISPANIC","yes","English","yes","11","no","no",NA,3.75,3.25,3,3.25,3.75,3.25,3.5,3,"White",0.695191804137209,0.34768591254255,0.018296674522126,0.293090468709086,0.442033254778738,0.144769573186698,0.213799423932967,0.657845640219953
"1124","91576219","female",79,"OTHER","no","English","yes","10","no","no",NA,3.5,2.5,3.25,3.75,2.75,3.25,3,2.75,"White",0.445191804137209,-0.40231408745745,0.268296674522126,0.793090468709086,-0.557966745221262,-0.105230426813302,0.213799423932967,0.157845640219953
"1126","91576243","male",79,"OTHER","no","English","yes","10","no","yes","10",3,3,3,3,3.5,3.5,3,3.25,"Asian/Pacific Islander",-0.0548081958627913,0.0976859125425502,0.018296674522126,0.0430904687090861,0.192033254778738,0.394769573186698,0.463799423932967,0.157845640219953
"1128","91576270","female",80,"OTHER","no","English","yes","9","no","no",NA,3.25,2.75,2.75,3,3.75,3,2.75,3,"White",0.195191804137209,-0.15231408745745,-0.231703325477874,0.0430904687090861,0.442033254778738,0.144769573186698,-0.0362005760670332,-0.0921543597800469
"1129","91576274","female",79,"HISPANIC","yes","Spanish","yes","10","no","no",NA,2.5,3,3,3.5,3.5,3,2,2.5,"Other",-0.554808195862791,0.0976859125425502,0.018296674522126,0.543090468709086,0.192033254778738,-0.355230426813302,-0.0362005760670332,-0.842154359780047
"1130","91576300","male",77,"OTHER","no","English","yes","11","no","no",NA,3.25,2.75,3.25,3,3.5,3,2.5,3,"White",0.195191804137209,-0.15231408745745,0.268296674522126,0.0430904687090861,0.192033254778738,0.144769573186698,-0.0362005760670332,-0.342154359780047
"1131","91576363","male",77,"HISPANIC","yes","Spanish","no","12",NA,"no",NA,3.25,3,2.75,3,2.75,3,2,2.75,"White",0.195191804137209,0.0976859125425502,-0.231703325477874,0.0430904687090861,-0.557966745221262,-0.105230426813302,-0.0362005760670332,-0.842154359780047
